Age,Income,EmploymentStatus,YearsAtJob,Dependents,DebtToIncome,ExistingLoan,CreditScore,Approved
63,53682,Employed,25,3,0.49,Yes,731,1
23,38228,Employed,22,2,0.45,No,568,1
41,120299,Self-Employed,11,0,0.53,No,708,1
23,44009,Self-Employed,13,1,0.1,Yes,821,1
44,20094,Self-Employed,27,4,0.23,No,573,1
35,126988,Employed,12,3,0.37,No,354,1
41,100636,Employed,2,1,0.57,No,709,1
54,72221,Unemployed,14,1,0.44,No,668,1
41,118453,Self-Employed,14,1,0.33,Yes,789,1
55,37430,Employed,2,3,0.17,No,415,1
51,55571,Employed,19,4,0.35,No,629,1
57,74486,Unemployed,18,1,0.32,No,383,1
64,110510,Unemployed,14,1,0.49,Yes,593,0
32,116665,Employed,18,1,0.31,Yes,430,1
28,132770,Employed,7,3,0.26,Yes,766,1
39,82294,Employed,22,2,0.14,Yes,764,1
41,149171,Employed,12,4,0.12,Yes,407,1
18,40860,Self-Employed,22,1,0.32,Yes,727,1
35,92812,Employed,29,1,0.27,No,682,1
61,86087,Self-Employed,9,1,0.38,No,839,1
29,133784,Self-Employed,1,3,0.46,No,646,1
60,28486,Employed,10,2,0.12,Yes,459,1
45,103063,Employed,24,1,0.35,No,529,1
57,69607,Employed,28,1,0.53,No,503,1
24,29745,Employed,21,3,0.33,Yes,831,1
40,126664,Employed,29,4,0.36,Yes,689,1
38,98533,Self-Employed,18,4,0.34,Yes,302,0
51,38330,Unemployed,8,2,0.29,No,628,1
28,140803,Self-Employed,8,4,0.16,Yes,332,1
39,60078,Unemployed,5,1,0.16,Yes,695,1
59,75332,Self-Employed,28,3,0.19,No,581,1
52,124121,Self-Employed,9,1,0.5,No,669,1
46,74532,Employed,21,1,0.24,No,475,1
59,141062,Unemployed,23,2,0.57,No,438,1
45,110365,Employed,7,4,0.51,Yes,752,1
35,63336,Employed,14,4,0.44,No,579,1
31,28070,Employed,5,4,0.46,No,526,1
35,21320,Unemployed,6,1,0.12,No,649,1
45,109043,Unemployed,19,3,0.38,No,830,1
41,58921,Self-Employed,16,3,0.57,Yes,611,0
25,26589,Self-Employed,3,1,0.12,Yes,604,0
59,84409,Employed,7,0,0.25,Yes,408,1
62,112995,Unemployed,27,1,0.13,Yes,798,1
25,35589,Self-Employed,12,4,0.38,Yes,356,0
21,56375,Unemployed,23,1,0.16,Yes,394,0
44,63085,Employed,13,0,0.34,No,791,1
53,80840,Employed,17,1,0.46,Yes,553,0
22,63200,Unemployed,22,4,0.18,No,444,1
50,118704,Employed,28,2,0.48,No,745,1
51,46732,Unemployed,16,3,0.13,No,467,1
47,117047,Employed,17,0,0.17,No,438,1
25,42426,Unemployed,13,2,0.24,No,677,1
56,50982,Employed,23,3,0.5,No,568,1
64,79720,Self-Employed,10,2,0.53,No,636,1
43,36746,Employed,9,1,0.21,No,327,1
54,48514,Self-Employed,12,1,0.15,No,765,1
51,84889,Employed,28,3,0.52,No,455,1
24,23851,Unemployed,19,3,0.42,Yes,738,0
57,39796,Self-Employed,15,1,0.18,Yes,315,0
45,96034,Employed,13,1,0.38,No,467,1
56,82798,Unemployed,2,3,0.54,No,530,0
56,118388,Employed,29,3,0.13,Yes,531,1
45,82985,Employed,17,3,0.14,Yes,652,1
31,54592,Employed,26,4,0.24,No,813,1
55,64845,Unemployed,5,4,0.43,No,504,0
21,35930,Employed,19,1,0.19,No,557,1
59,143187,Employed,2,4,0.51,No,683,1
35,130853,Unemployed,18,0,0.48,No,656,1
61,128417,Unemployed,25,1,0.38,Yes,624,0
42,133436,Employed,2,0,0.16,No,369,1
24,127126,Self-Employed,11,2,0.59,Yes,475,0
55,41159,Unemployed,7,0,0.35,No,810,1
45,115072,Employed,24,2,0.33,No,451,1
22,109788,Unemployed,24,0,0.6,No,692,1
20,44003,Employed,4,2,0.53,No,544,0
61,125722,Self-Employed,16,2,0.33,No,421,1
48,55139,Employed,9,1,0.31,No,467,1
64,125372,Self-Employed,20,3,0.15,Yes,429,1
59,72452,Employed,16,3,0.56,No,318,1
37,42205,Self-Employed,8,1,0.52,Yes,803,1
36,116059,Employed,12,2,0.26,No,841,1
28,76955,Employed,9,3,0.48,No,416,1
57,130163,Employed,28,3,0.48,No,489,1
20,27464,Unemployed,7,0,0.21,No,302,0
40,102646,Employed,6,4,0.41,Yes,632,1
24,131852,Employed,1,1,0.23,No,639,1
40,92657,Employed,1,4,0.49,No,459,0
24,29840,Self-Employed,29,2,0.18,No,714,1
63,122616,Employed,3,0,0.43,No,564,1
51,60768,Self-Employed,8,3,0.26,No,366,1
59,29461,Employed,29,0,0.12,No,394,1
36,40927,Employed,24,1,0.16,No,540,1
26,109934,Employed,13,2,0.43,No,316,1
35,118622,Unemployed,23,0,0.22,Yes,714,1
58,35329,Employed,10,0,0.42,No,520,1
62,35791,Employed,20,0,0.31,No,339,1
59,72627,Employed,29,3,0.45,No,430,1
42,148885,Self-Employed,6,2,0.35,No,428,1
31,34372,Employed,27,3,0.25,No,819,1
61,134239,Unemployed,24,0,0.17,No,491,1
42,112890,Employed,18,3,0.27,No,724,1
36,68469,Employed,3,3,0.42,No,755,1
56,129554,Employed,1,1,0.47,No,524,1
32,107073,Self-Employed,24,4,0.18,No,813,1
33,138822,Self-Employed,22,4,0.43,No,474,1
44,54370,Employed,21,1,0.19,No,615,1
57,71408,Unemployed,20,1,0.21,No,476,1
27,110941,Employed,27,3,0.37,No,392,1
21,127351,Self-Employed,22,3,0.24,Yes,570,1
36,43703,Employed,18,2,0.43,Yes,733,1
45,35234,Employed,20,4,0.58,No,759,1
38,27532,Unemployed,17,3,0.17,No,813,1
64,125670,Unemployed,20,2,0.39,No,423,1
31,55416,Employed,6,4,0.56,Yes,379,0
50,92439,Employed,10,2,0.19,No,670,1
27,38242,Employed,9,2,0.28,No,394,1
36,70254,Self-Employed,10,1,0.16,No,488,1
47,99324,Employed,22,0,0.42,No,421,1
39,55249,Unemployed,8,0,0.43,No,343,0
20,120124,Employed,2,0,0.43,No,559,1
54,115049,Employed,23,2,0.37,No,487,1
58,128575,Employed,4,3,0.47,No,560,1
35,105078,Employed,22,0,0.12,Yes,359,1
28,52294,Employed,0,3,0.58,No,563,0
19,79784,Employed,0,4,0.21,No,847,1
29,23684,Self-Employed,19,0,0.16,No,309,1
23,43795,Employed,4,2,0.57,No,402,0
60,144135,Self-Employed,28,1,0.52,Yes,410,0
57,80301,Employed,25,2,0.48,No,832,1
61,89187,Unemployed,18,3,0.15,No,800,1
46,30431,Unemployed,5,4,0.5,No,504,0
47,95667,Unemployed,2,2,0.4,Yes,396,0
19,109627,Self-Employed,20,1,0.47,Yes,696,1
26,110381,Employed,26,1,0.59,No,795,1
64,110027,Self-Employed,12,4,0.2,No,831,1
19,141569,Unemployed,16,0,0.35,No,663,1
46,75372,Employed,2,2,0.48,No,556,1
50,90366,Employed,22,2,0.32,No,504,1
27,114176,Employed,2,1,0.13,No,641,1
51,139667,Employed,20,3,0.16,No,798,1
61,92870,Employed,22,2,0.4,No,491,1
25,67387,Employed,12,1,0.24,No,423,1
54,72927,Employed,1,3,0.17,No,425,1
50,29304,Unemployed,2,0,0.27,Yes,492,0
64,133183,Employed,19,0,0.2,No,537,1
23,37032,Unemployed,15,1,0.11,No,547,1
61,111291,Employed,20,1,0.18,No,524,1
57,132889,Employed,11,0,0.54,No,488,1
62,79486,Employed,24,1,0.11,No,521,1
36,85552,Employed,8,4,0.49,No,389,1
49,93844,Employed,15,2,0.48,No,702,1
44,49654,Employed,3,4,0.38,No,356,0
18,59244,Employed,29,3,0.2,Yes,819,1
60,25942,Self-Employed,24,1,0.54,No,757,1
50,70697,Employed,19,1,0.34,Yes,701,1
57,146031,Employed,17,3,0.19,No,694,1
49,22693,Self-Employed,25,2,0.31,No,457,1
22,76751,Employed,0,0,0.2,Yes,426,0
34,101098,Employed,6,4,0.29,No,816,1
25,138777,Employed,19,2,0.35,No,536,1
59,26259,Employed,11,0,0.28,No,632,1
51,139746,Employed,7,0,0.43,No,335,1
26,133883,Employed,7,1,0.57,Yes,454,1
40,127772,Employed,27,3,0.27,Yes,843,1
52,137928,Self-Employed,23,1,0.28,Yes,417,1
24,24942,Employed,21,3,0.47,No,621,1
32,67419,Employed,8,1,0.37,No,815,1
37,122092,Unemployed,13,4,0.31,No,566,1
42,76105,Self-Employed,19,1,0.51,No,661,1
20,85907,Employed,4,4,0.55,No,784,1
63,47383,Unemployed,19,2,0.4,No,529,0
41,43404,Employed,20,2,0.19,No,720,1
51,92656,Employed,1,1,0.33,Yes,696,1
63,25702,Unemployed,20,2,0.35,Yes,710,0
39,93883,Unemployed,9,0,0.32,Yes,621,0
28,120965,Employed,23,4,0.23,No,602,1
25,76332,Self-Employed,8,3,0.34,No,774,1
56,59419,Self-Employed,6,4,0.32,Yes,823,1
60,110576,Employed,22,1,0.2,Yes,750,1
52,123182,Employed,29,2,0.55,No,837,1
63,131395,Employed,21,2,0.54,No,710,1
55,122619,Unemployed,17,0,0.48,No,798,1
25,108078,Employed,25,2,0.3,No,408,1
54,128269,Self-Employed,11,1,0.29,No,462,1
44,93844,Employed,10,1,0.46,Yes,312,0
45,59242,Employed,9,3,0.4,Yes,426,0
57,144983,Self-Employed,12,4,0.4,No,752,1
51,54142,Self-Employed,8,4,0.16,No,470,1
49,129699,Employed,15,4,0.41,No,508,1
32,116226,Employed,29,3,0.55,No,638,1
61,27393,Employed,20,3,0.14,No,358,1
34,89939,Employed,21,3,0.27,No,806,1
50,89082,Employed,16,0,0.35,Yes,567,0
64,122281,Self-Employed,4,3,0.44,No,779,1
63,48893,Employed,5,2,0.14,No,816,1
33,29388,Employed,9,0,0.54,No,747,1
46,138099,Employed,10,2,0.12,Yes,433,1
26,127292,Unemployed,1,4,0.53,No,512,0
50,82969,Employed,6,1,0.11,No,398,1
46,56660,Self-Employed,13,4,0.18,No,570,1
30,109244,Employed,3,3,0.5,No,348,1
38,44726,Employed,4,1,0.53,No,474,0
38,99544,Employed,18,4,0.59,Yes,813,1
22,121553,Employed,20,0,0.16,No,788,1
27,82996,Unemployed,27,3,0.36,No,305,0
23,20111,Employed,19,4,0.14,No,606,1
30,135370,Self-Employed,27,1,0.18,Yes,766,1
18,37545,Employed,29,2,0.19,No,827,1
37,60168,Employed,9,4,0.13,Yes,372,1
64,22379,Employed,5,0,0.55,No,366,1
63,115773,Self-Employed,1,1,0.16,No,841,1
25,131484,Unemployed,2,4,0.41,Yes,326,0
27,107346,Unemployed,27,2,0.41,No,725,1
26,61120,Employed,14,3,0.2,No,733,1
58,37809,Self-Employed,9,3,0.6,Yes,690,0
20,72813,Employed,16,3,0.27,No,628,1
28,94005,Self-Employed,6,1,0.55,Yes,355,0
29,47967,Unemployed,24,2,0.57,No,566,0
27,29748,Employed,1,2,0.57,No,692,1
42,43424,Employed,6,4,0.48,No,846,1
42,106512,Self-Employed,14,3,0.23,Yes,478,1
28,43914,Self-Employed,2,1,0.16,No,848,1
53,115603,Employed,4,3,0.38,Yes,400,0
56,128411,Unemployed,21,3,0.28,No,767,1
43,98478,Self-Employed,7,4,0.52,Yes,503,0
31,39491,Employed,3,4,0.47,No,576,0
56,69454,Employed,17,4,0.24,No,767,1
57,90069,Self-Employed,18,0,0.11,Yes,816,1
18,71925,Employed,7,0,0.22,Yes,322,1
21,109119,Employed,22,1,0.38,Yes,626,1
47,57049,Employed,5,1,0.14,No,836,1
29,47821,Self-Employed,4,4,0.43,No,679,1
52,115797,Self-Employed,26,2,0.44,No,425,1
30,123072,Employed,4,1,0.18,Yes,741,1
48,49945,Self-Employed,16,0,0.4,Yes,343,0
55,37384,Unemployed,29,0,0.4,No,658,1
60,48410,Employed,5,3,0.34,No,498,1
40,97734,Self-Employed,12,4,0.58,No,607,1
21,83766,Unemployed,8,2,0.15,No,656,1
33,114890,Self-Employed,23,4,0.3,No,388,1
24,136406,Self-Employed,11,0,0.54,Yes,473,0
39,27169,Employed,9,2,0.29,Yes,664,1
46,60129,Employed,0,1,0.31,Yes,773,1
28,117445,Employed,10,3,0.43,No,535,1
50,23830,Self-Employed,28,0,0.43,No,524,0
46,76306,Unemployed,5,3,0.11,No,659,1
56,106940,Employed,2,4,0.33,No,723,1
29,85267,Employed,5,2,0.27,No,353,1
24,47757,Employed,8,4,0.41,Yes,634,0
56,83867,Self-Employed,21,3,0.38,No,394,1
59,55650,Employed,7,0,0.43,Yes,614,1
43,53766,Self-Employed,29,3,0.43,No,787,1
57,101478,Employed,14,0,0.23,Yes,674,1
26,52419,Employed,21,3,0.22,Yes,317,1
58,36668,Employed,5,4,0.29,No,520,1
51,36246,Unemployed,22,3,0.22,No,720,1
62,44996,Employed,10,1,0.44,No,336,1
30,71312,Unemployed,28,4,0.4,Yes,628,0
53,23065,Employed,9,3,0.21,No,442,1
42,30467,Employed,10,3,0.54,No,671,1
41,70646,Employed,3,2,0.33,No,788,1
61,130380,Unemployed,28,4,0.16,No,602,1
34,41007,Self-Employed,12,2,0.21,No,504,1
19,88079,Employed,7,4,0.37,Yes,570,0
30,48702,Self-Employed,19,0,0.27,No,481,1
48,114369,Employed,14,4,0.53,No,580,1
46,95569,Employed,6,4,0.35,Yes,311,0
45,73952,Employed,0,3,0.56,No,564,0
44,78065,Unemployed,27,1,0.15,Yes,592,0
32,54169,Employed,24,4,0.43,No,436,1
48,36829,Employed,25,2,0.54,No,496,1
57,80135,Employed,8,1,0.25,No,754,1
32,24522,Employed,22,4,0.17,No,394,1
50,105687,Employed,7,1,0.33,Yes,535,1
37,55319,Employed,1,0,0.58,No,306,0
59,140334,Employed,25,1,0.42,Yes,688,1
29,46543,Unemployed,13,0,0.42,No,424,0
54,138576,Employed,29,1,0.44,No,508,1
26,123120,Employed,11,1,0.12,No,591,1
40,137419,Employed,25,2,0.32,No,812,1
25,50473,Employed,22,2,0.14,Yes,805,1
49,27699,Unemployed,16,3,0.26,Yes,800,1
31,88165,Employed,18,1,0.51,No,743,1
44,60455,Unemployed,5,0,0.43,Yes,775,1
42,95692,Self-Employed,20,1,0.6,No,748,1
30,37441,Self-Employed,4,4,0.19,No,340,1
38,50716,Employed,24,0,0.3,No,678,1
62,82175,Employed,5,4,0.5,No,392,1
48,26834,Employed,2,3,0.21,No,403,1
54,143637,Unemployed,15,4,0.18,No,664,1
60,38179,Employed,17,3,0.31,Yes,540,0
22,46219,Employed,13,3,0.29,Yes,559,0
30,123153,Employed,24,3,0.59,No,469,1
45,35782,Self-Employed,14,4,0.33,No,557,1
60,101363,Self-Employed,25,3,0.53,No,549,1
42,142903,Employed,29,3,0.54,No,329,1
52,94967,Employed,3,2,0.18,Yes,381,1
64,122454,Employed,10,1,0.46,Yes,585,1
56,129593,Employed,4,3,0.24,No,654,1
24,29496,Self-Employed,8,0,0.15,No,556,1
55,108867,Unemployed,4,0,0.54,No,613,1
49,59238,Self-Employed,6,2,0.25,Yes,834,1
20,66025,Employed,17,4,0.27,Yes,531,1
62,149209,Self-Employed,17,4,0.26,No,705,1
56,79886,Unemployed,19,4,0.2,No,604,1
54,43563,Unemployed,23,3,0.32,No,674,1
39,23712,Unemployed,1,4,0.31,Yes,552,0
25,114067,Employed,25,4,0.3,No,343,1
34,65489,Self-Employed,22,1,0.56,No,489,1
44,52664,Unemployed,12,3,0.27,No,763,1
50,130799,Self-Employed,12,3,0.12,No,779,1
63,32420,Employed,16,0,0.19,No,356,1
34,74610,Unemployed,24,0,0.46,Yes,469,0
59,25315,Employed,25,1,0.4,No,765,1
29,90917,Employed,21,2,0.58,Yes,781,1
63,95033,Employed,26,3,0.45,No,722,1
44,114576,Self-Employed,16,0,0.2,Yes,702,1
25,137862,Employed,25,4,0.16,No,360,1
40,117911,Employed,5,3,0.36,No,543,1
59,99030,Self-Employed,13,3,0.43,No,714,1
46,83910,Self-Employed,20,3,0.18,Yes,476,1
37,117288,Self-Employed,13,0,0.4,No,319,1
33,80972,Employed,11,1,0.53,No,411,1
34,141075,Self-Employed,4,0,0.46,No,831,1
33,110893,Employed,4,4,0.43,No,315,1
36,75919,Employed,3,4,0.49,No,806,1
25,102486,Employed,22,2,0.15,Yes,356,1
55,101288,Unemployed,28,0,0.2,No,574,1
55,122926,Employed,24,0,0.12,No,312,1
46,24132,Employed,12,2,0.17,Yes,831,1
58,147153,Employed,3,2,0.56,No,662,1
53,61598,Employed,17,3,0.21,No,631,1
43,113812,Unemployed,15,3,0.43,No,732,1
48,125299,Unemployed,17,4,0.45,No,538,1
61,40551,Employed,1,1,0.42,No,709,1
29,112511,Employed,22,4,0.38,Yes,846,1
34,88206,Employed,3,0,0.34,No,468,1
32,94900,Self-Employed,19,1,0.31,No,693,1
26,46296,Employed,16,3,0.56,No,631,1
56,110216,Employed,19,2,0.1,Yes,579,1
59,38066,Employed,5,2,0.13,No,500,1
29,48892,Employed,17,4,0.35,No,458,1
49,95577,Employed,19,0,0.27,No,737,1
42,94590,Employed,26,0,0.3,No,613,1
56,97173,Employed,6,2,0.6,Yes,397,0
35,96293,Employed,12,4,0.49,No,310,1
32,84771,Unemployed,8,4,0.54,Yes,513,0
49,126794,Employed,1,3,0.28,No,339,1
23,47484,Employed,7,3,0.22,No,738,1
61,97865,Unemployed,13,3,0.48,No,730,1
60,119074,Unemployed,21,1,0.5,Yes,744,1
52,149920,Employed,23,4,0.37,No,333,1
51,47115,Self-Employed,17,4,0.55,No,361,0
55,46038,Employed,29,3,0.58,No,378,1
22,56622,Self-Employed,26,2,0.34,No,472,1
35,55886,Unemployed,0,3,0.21,Yes,816,0
33,71284,Employed,22,1,0.36,No,606,1
25,29901,Employed,28,2,0.59,No,652,1
42,76377,Employed,8,4,0.25,No,357,1
49,102910,Self-Employed,8,1,0.41,No,422,1
43,69862,Employed,1,1,0.45,No,302,0
39,138992,Self-Employed,15,2,0.21,No,322,1
48,140055,Employed,3,3,0.39,Yes,565,0
60,131826,Employed,12,3,0.26,Yes,347,1
27,52806,Employed,16,0,0.53,No,552,1
29,37659,Employed,10,2,0.46,No,847,1
45,134306,Employed,22,3,0.51,Yes,387,1
23,43453,Employed,1,1,0.2,No,609,1
37,50498,Self-Employed,3,3,0.12,Yes,831,1
22,90393,Self-Employed,11,3,0.53,No,496,1
40,36312,Unemployed,1,1,0.29,Yes,686,0
26,21436,Employed,0,2,0.19,No,550,1
46,47569,Unemployed,22,0,0.15,No,762,1
33,78813,Self-Employed,5,3,0.36,No,678,1
63,136787,Employed,15,3,0.18,No,322,1
39,110485,Employed,1,3,0.38,Yes,466,0
25,93229,Employed,13,2,0.46,No,467,1
37,65986,Unemployed,19,1,0.37,No,512,0
31,122555,Employed,11,1,0.55,No,336,1
56,73177,Employed,26,1,0.18,No,705,1
54,148541,Employed,18,1,0.35,No,351,1
51,29305,Unemployed,27,1,0.18,No,313,1
28,52646,Employed,2,1,0.54,No,829,1
57,112838,Employed,18,3,0.57,No,413,1
50,96126,Employed,10,3,0.3,No,477,1
48,140900,Employed,3,1,0.25,No,685,1
61,137922,Employed,16,1,0.24,No,418,1
51,144145,Employed,16,2,0.53,No,629,1
24,60430,Unemployed,6,2,0.44,Yes,331,0
40,142238,Unemployed,4,4,0.54,No,612,1
63,88659,Self-Employed,18,3,0.16,No,545,1
24,135341,Employed,24,1,0.34,No,616,1
42,24158,Self-Employed,20,3,0.44,No,595,0
20,94236,Employed,25,4,0.55,No,367,1
55,96067,Employed,18,2,0.29,No,355,1
37,47738,Unemployed,8,4,0.26,Yes,351,0
51,29879,Unemployed,16,0,0.56,No,746,1
61,25543,Employed,29,2,0.12,No,716,1
61,132284,Unemployed,8,3,0.34,No,710,1
47,67924,Unemployed,13,2,0.33,Yes,427,0
34,62348,Self-Employed,4,4,0.17,No,744,1
27,104117,Self-Employed,21,1,0.3,Yes,324,1
52,56679,Self-Employed,1,4,0.46,No,360,0
37,99118,Employed,23,4,0.28,No,635,1
35,63888,Employed,14,1,0.25,No,687,1
62,50276,Self-Employed,15,3,0.49,Yes,614,0
61,123539,Employed,18,3,0.59,No,502,1
44,24799,Employed,0,2,0.49,No,499,0
53,110627,Employed,22,4,0.52,No,415,1
40,113770,Employed,11,2,0.57,Yes,800,1
49,132529,Unemployed,18,1,0.5,Yes,708,1
27,144713,Self-Employed,19,0,0.59,Yes,692,1
28,140048,Employed,14,3,0.47,Yes,469,1
55,110141,Unemployed,4,1,0.43,No,543,0
23,80558,Unemployed,0,3,0.45,No,360,0
58,135013,Employed,10,2,0.55,Yes,358,1
64,56534,Unemployed,26,0,0.44,Yes,374,0
51,51668,Employed,8,4,0.48,No,804,1
53,24111,Employed,6,3,0.21,No,669,1
54,44686,Employed,1,4,0.56,No,512,0
34,92551,Self-Employed,28,2,0.32,No,425,1
57,92392,Employed,16,3,0.18,Yes,451,1
57,36490,Self-Employed,15,2,0.5,No,415,0
29,55194,Self-Employed,15,4,0.28,Yes,821,1
38,34497,Employed,13,2,0.19,No,779,1
57,139066,Employed,26,2,0.23,Yes,492,1
36,73516,Employed,1,2,0.12,No,654,1
20,137219,Employed,18,1,0.15,No,357,1
35,108730,Self-Employed,27,1,0.4,No,792,1
36,64104,Employed,2,3,0.53,No,503,1
64,25316,Employed,7,2,0.32,No,803,1
23,58130,Employed,20,2,0.41,Yes,601,1
33,90229,Self-Employed,24,2,0.5,No,644,1
25,127294,Unemployed,18,1,0.28,No,583,1
35,49954,Unemployed,15,4,0.43,No,419,0
60,133437,Unemployed,21,2,0.28,No,764,1
56,41652,Employed,3,0,0.42,Yes,507,0
29,34178,Employed,7,3,0.21,No,792,1
62,128933,Self-Employed,27,1,0.59,No,412,1
27,71163,Unemployed,0,4,0.14,No,617,1
24,34751,Employed,3,0,0.35,No,822,1
63,85961,Employed,6,2,0.24,Yes,831,1
18,23044,Employed,24,1,0.4,Yes,517,0
53,83165,Self-Employed,28,2,0.31,No,434,1
38,31480,Employed,0,3,0.25,Yes,650,0
54,85439,Employed,23,1,0.23,No,499,1
41,63874,Unemployed,17,0,0.19,No,542,1
42,124533,Employed,3,4,0.49,Yes,441,0
24,86775,Employed,19,4,0.21,Yes,548,1
59,26566,Employed,13,3,0.49,Yes,796,1
34,105311,Employed,7,4,0.34,Yes,389,1
46,122517,Employed,26,4,0.14,Yes,320,1
47,73149,Employed,17,3,0.18,Yes,362,1
24,23006,Employed,6,0,0.55,No,602,1
50,92561,Self-Employed,2,1,0.4,No,624,1
24,39423,Self-Employed,24,1,0.19,Yes,559,0
41,124862,Employed,20,3,0.45,No,471,1
28,110710,Employed,13,2,0.51,Yes,744,1
26,112199,Unemployed,11,3,0.27,No,490,1
29,53952,Employed,14,3,0.38,No,382,1
52,47326,Employed,7,3,0.25,No,453,1
21,137272,Employed,4,3,0.14,Yes,733,1
53,51139,Self-Employed,16,4,0.3,No,716,1
45,82103,Employed,24,4,0.48,No,538,1
30,132734,Self-Employed,9,0,0.33,No,401,1
40,80857,Self-Employed,10,3,0.3,Yes,461,0
36,93638,Unemployed,27,1,0.28,No,598,1
59,132173,Employed,22,2,0.33,No,627,1
54,92652,Self-Employed,15,4,0.26,No,732,1
56,32937,Employed,15,1,0.41,Yes,832,1
41,146934,Employed,3,4,0.13,No,847,1
33,50161,Employed,22,0,0.5,No,807,1
50,24383,Employed,4,2,0.19,No,725,1
29,105856,Unemployed,9,4,0.42,Yes,658,1
51,136387,Employed,13,2,0.32,No,443,1
24,90043,Employed,8,2,0.49,No,817,1
28,34735,Employed,17,1,0.51,No,423,1
48,79919,Self-Employed,19,4,0.2,No,472,1
46,115249,Employed,5,2,0.44,No,820,1
30,102055,Unemployed,10,3,0.19,No,717,1
48,87561,Unemployed,20,2,0.16,Yes,459,0
19,105455,Unemployed,16,2,0.57,No,418,1
56,57622,Employed,8,4,0.18,Yes,388,1
32,58135,Self-Employed,24,3,0.21,No,629,1
28,55658,Employed,2,2,0.17,No,749,1
51,104677,Unemployed,15,4,0.34,No,431,1
56,49696,Self-Employed,19,4,0.56,No,836,1
21,23773,Employed,3,2,0.23,Yes,362,0
28,44956,Self-Employed,25,0,0.37,No,407,0
46,141340,Employed,23,0,0.31,No,686,1
19,35819,Employed,21,1,0.27,No,683,1
33,21528,Employed,14,0,0.39,No,620,1
56,147781,Unemployed,1,0,0.38,No,606,0
30,106491,Unemployed,19,4,0.28,Yes,580,0
54,64588,Self-Employed,16,4,0.53,Yes,507,0
34,90585,Unemployed,18,2,0.13,Yes,816,1
38,119152,Employed,19,2,0.14,No,491,1
61,147872,Unemployed,15,4,0.6,No,465,1
36,40511,Employed,23,2,0.47,No,360,1
24,30119,Self-Employed,18,4,0.5,No,302,0
55,95893,Self-Employed,20,0,0.4,No,645,1
25,36167,Employed,16,2,0.31,Yes,759,1
30,76503,Employed,28,0,0.41,No,733,1
54,130782,Employed,3,1,0.15,Yes,652,1
19,140554,Unemployed,17,2,0.48,Yes,361,0
58,107789,Employed,3,4,0.37,No,609,1
28,54889,Employed,20,4,0.58,No,544,1
41,65678,Self-Employed,2,1,0.42,No,807,1
23,115334,Employed,29,4,0.18,No,352,1
43,80262,Employed,21,0,0.34,No,820,1
24,24681,Self-Employed,27,4,0.13,Yes,698,1
56,100291,Employed,17,1,0.47,No,407,1
36,86008,Self-Employed,20,3,0.35,No,693,1
23,136475,Employed,19,3,0.28,No,674,1
60,118417,Employed,4,0,0.58,Yes,714,1
46,33690,Employed,28,3,0.57,Yes,798,1
60,45912,Employed,8,4,0.58,No,368,1
56,26473,Unemployed,21,1,0.21,No,775,1
19,61298,Unemployed,22,0,0.46,No,397,0
36,38669,Employed,29,3,0.57,No,315,1
21,119500,Employed,26,4,0.39,No,378,1
23,101998,Employed,23,4,0.21,No,597,1
54,40943,Employed,14,2,0.51,No,709,1
45,58785,Employed,8,2,0.54,No,557,1
47,120956,Unemployed,13,1,0.45,No,510,1
24,83427,Employed,20,0,0.25,Yes,483,1
26,82001,Employed,23,3,0.2,Yes,494,1
42,81724,Employed,1,3,0.41,No,339,0
50,139006,Employed,25,4,0.34,No,752,1
18,30832,Self-Employed,24,3,0.43,No,614,1
23,25385,Employed,17,1,0.16,No,360,1
35,115898,Employed,12,2,0.17,No,778,1
27,34708,Employed,27,4,0.28,Yes,335,0
45,78600,Unemployed,20,0,0.23,No,527,1
28,43438,Employed,15,4,0.41,No,842,1
50,102747,Unemployed,5,3,0.28,No,422,1
18,100107,Employed,15,1,0.44,No,562,1
30,80062,Unemployed,3,0,0.48,No,422,0
54,85428,Self-Employed,23,4,0.19,No,517,1
37,106843,Employed,9,3,0.56,Yes,645,1
18,31002,Unemployed,18,4,0.49,Yes,575,0
20,56153,Self-Employed,10,0,0.41,Yes,397,0
35,42440,Employed,28,3,0.55,No,766,1
58,87501,Employed,4,2,0.23,No,784,1
31,52556,Self-Employed,17,0,0.31,No,305,1
48,87963,Self-Employed,2,2,0.14,Yes,422,0
44,121145,Self-Employed,7,2,0.33,Yes,385,1
34,110725,Self-Employed,10,3,0.35,Yes,802,1
63,110674,Self-Employed,20,4,0.41,No,380,1
46,26563,Self-Employed,29,4,0.13,No,661,1
53,99923,Employed,18,1,0.12,No,725,1
54,25840,Employed,20,0,0.31,No,340,1
43,35154,Unemployed,24,0,0.19,No,647,1
34,44194,Employed,2,3,0.48,No,413,0
39,85020,Employed,11,3,0.43,Yes,499,0
42,66861,Self-Employed,14,1,0.26,No,434,1
19,42448,Employed,25,1,0.12,No,498,1
39,116460,Employed,22,2,0.19,No,456,1
22,43528,Employed,23,1,0.45,No,622,1
21,49402,Self-Employed,15,4,0.6,No,810,1
53,24352,Unemployed,4,2,0.26,No,605,0
23,20184,Employed,18,1,0.5,No,343,1
38,30384,Employed,26,4,0.53,Yes,622,0
30,34319,Employed,5,4,0.12,No,521,1
54,140497,Employed,28,2,0.56,Yes,558,1
42,40449,Employed,11,2,0.33,No,749,1
